,id,lang,difficulty,word_count,title_length,opened,translated,spoken,liked,closed,avg_reading_time,std_reading_time,avg_reading_time_OOF,std_reading_time_OOF,avg_reading_time_firsttrans,std_reading_time_firsttrans,feedback_difficulty_easy,feedback_difficulty_ok,feedback_difficulty_hard,feedback_difficulty_too_hard
1174,1873908,da,35,148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,1883719,da,34,136,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,1883710,da,41,325,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,1895880,da,40,329,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1896099,da,43,344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1898353,da,73,657,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,1898434,da,49,270,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,1898867,da,45,255,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,1899078,da,39,447,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,1899075,da,48,206,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,1899076,da,67,208,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1899292,da,57,623,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,1897321,da,36,181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,1901124,da,46,357,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,1916757,da,43,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1916763,da,39,256,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,1922686,da,42,673,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,1922888,da,37,187,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,1917661,da,43,757,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1942967,da,49,137,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,1911528,da,37,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1911520,da,50,294,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1911329,da,25,335,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1911591,da,55,194,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,1918452,da,25,637,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1919170,da,52,494,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1919282,da,63,1243,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,1935718,da,47,197,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1935209,da,51,259,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,1924479,da,52,287,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1924480,da,41,687,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1924512,da,38,1262,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1934652,da,41,179,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,1934654,da,43,790,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,1934655,da,27,840,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,1934656,da,46,672,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,1934644,da,48,331,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,1935213,da,32,503,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,1935468,da,40,161,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,1935719,da,36,377,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,1935709,da,50,314,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,1961074,da,26,272,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1963236,da,42,162,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
